0,1,2,3,4,5,6,7,8,9
-4896.878535402638,-4809.451915837476,-5379.151755580127,-5375.029812509469,-5748.228471434666,-5450.1272972601355,-5295.506618792976,-5363.739779428793,-5304.86365480142,-5460.416045684836
-8339.860423903532,-7664.868420716981,-8995.778695085306,-8905.111455138316,-9283.35568367234,-9230.23238578877,-8864.205990634702,-8823.731442148395,-8859.578114600696,-8966.696004599917
-6606.795855102195,-6414.422544828003,-7129.349535559142,-7092.695312109501,-7350.291172868778,-7152.889108519916,-7091.375060449286,-7177.483187306154,-6975.323261065256,-7030.5213036354435
-4725.151761570255,-4649.550865456622,-5158.760711716263,-5127.60877957995,-5590.822628678864,-5359.199985716493,-5106.6851096947685,-5151.451436088913,-5100.90693964368,-5225.558488030063
-9729.556646247047,-9590.919415064061,-10363.432219172877,-10355.65378239899,-10407.123313044325,-10374.455283230738,-10402.541405643644,-10528.424963079291,-10459.819955865823,-10380.13197611799
-6113.083518856508,-5826.397143406139,-6120.445513056323,-5971.2775532536125,-6125.536543043908,-6165.532924933619,-6218.02626363357,-6104.329352538614,-6194.634616685766,-6218.257724504839
-8349.915206672162,-8236.639942037502,-9029.043788118704,-9120.056808082416,-9313.673875840399,-9092.686337238443,-9086.934293323773,-9175.920952035704,-9106.637348163476,-9083.395555027197
-7110.781250916159,-6743.043194190989,-7622.877362512047,-7638.59123062437,-7784.851388207071,-7645.847368398945,-7568.372455637963,-7525.820362726402,-7336.024197588531,-7393.363529395869
-7918.788013553482,-7780.463044661305,-8410.589459873729,-8356.892956671967,-8587.541204386538,-8456.470296276824,-8397.970690002525,-8443.390763224303,-8340.316782756718,-8353.228865556135
-9093.372955349329,-8647.856968213495,-9802.9122025727,-9791.286387352258,-10380.137752624254,-10043.834277268155,-9677.581906125411,-9729.414790396891,-9725.515902057796,-9865.81745917312
-7777.806637202747,-7600.977891713472,-7884.788453497405,-7805.9145015205395,-7992.605170897416,-7958.699080337257,-7934.502974813007,-7985.635959238734,-7860.70302562026,-7883.402397528333
-6765.81276119395,-6742.6436314004,-6924.055274144118,-7110.859309432636,-7274.698563180599,-6943.877635938427,-6960.121401369797,-7001.395909166509,-7155.367529116003,-7070.494941206839
-8574.179392615364,-8378.901601091948,-9041.38671138969,-8954.114341545166,-9373.607833180231,-9036.202603513018,-9078.485084900212,-9079.331393617373,-8956.773191824774,-8995.987322830602
-8440.308091388775,-8291.564629980538,-8610.877855065848,-8642.703752346784,-8709.367418750244,-8691.698391970107,-8826.568263444846,-8661.027945399586,-8588.825113478457,-8619.325449627064
-8523.949771994723,-8370.477390803922,-8710.479874297942,-8706.087624396563,-8723.37687156751,-8665.03875435829,-8785.488963627966,-8829.256641245554,-8717.599924161183,-8702.61639150971
-7925.923943462409,-7445.353222012478,-8484.67017182384,-8434.342709098448,-8644.579270781878,-8614.977915524303,-8397.591721713901,-8342.412441077196,-8228.684409622243,-8354.961946240326
-8568.266810020023,-8287.187705878854,-8766.50595327836,-8618.35016748077,-8744.998463241353,-8659.088190823128,-8850.056566693664,-8762.19690795327,-8698.059377257443,-8798.116268432053
-6823.9256159099305,-6540.581418203016,-7555.704155991511,-7531.780096990335,-7867.0936771492725,-7704.48562158021,-7402.750979249406,-7370.0306274719605,-7350.102436861874,-7425.462111898388
-7318.471597153953,-7234.653271641939,-7885.652276052495,-7921.344172950797,-8419.400166106552,-8038.441343800606,-7790.337293493484,-7674.2015552336325,-7790.149561864757,-7767.842706960485
-5598.499399274786,-5703.500015291035,-6039.510378547849,-6144.158824460535,-6478.255971985682,-6322.074221250832,-6076.92808665117,-6052.773267069988,-6076.892503884071,-6069.69879920261
-5376.492110822458,-5253.087299815662,-5871.1755760894675,-5769.044386303472,-6169.312636960827,-5845.7309491553715,-5776.558679485161,-5734.399015246969,-5801.510809269579,-5844.259536271779
-9198.28933078254,-9103.107176755922,-10086.27239253242,-10086.655650966057,-10158.109189217961,-10032.947320325673,-10113.747058334122,-10198.375409598411,-10039.150764213957,-10106.097011644313
-4973.381260690587,-4934.20628431926,-5376.212114964463,-5404.183698360757,-5748.607853442007,-5584.595756080512,-5328.368114600165,-5455.239756408394,-5369.985090144568,-5505.004360593231
-9644.843626608903,-9499.129628809655,-9883.016272111718,-9764.617882842109,-9906.393567527826,-9742.2862200635,-9919.549119637473,-9910.710158967879,-9874.87361685075,-9979.811670710587
-6269.279918955382,-6101.386621082663,-6347.638187453125,-6347.656447704877,-6527.746294919934,-6429.4789655449795,-6379.425302787758,-6391.644835476507,-6352.832123224232,-6503.942229603781
-7840.362086540146,-7683.168450683848,-8375.890616403423,-8400.693298044627,-8611.338667628635,-8488.733827823657,-8394.862782344664,-8440.426939585119,-8321.443758769987,-8324.224899321269
-10141.83109356162,-10016.569208066603,-10799.69686016655,-10801.558653896167,-10983.383316272435,-10819.20171110454,-10940.970323010253,-11021.208488465774,-10767.792351347885,-10804.62815856629
-7271.7910941885075,-7178.169929164563,-7724.738717439148,-7772.9380772954,-7883.474105574967,-7745.689473789393,-7761.768085602066,-7738.379457656839,-7644.697184541644,-7733.496506251359
-5902.413739053823,-5962.550101812723,-6415.768054857611,-6332.059828632804,-6772.077749082141,-6529.317597509714,-6433.237691275565,-6311.123892716273,-6341.166685938285,-6445.961509600423
-7091.971811868914,-6970.001061576785,-7790.438832287931,-7792.525002052098,-8054.496187863748,-7789.4329514186575,-7726.442160382274,-7753.507225749861,-7660.005705019276,-7643.566551297954
-8837.155269614468,-9055.854760803355,-8279.232057093384,-8687.04544028188,-9146.462275700796,-9288.245391044959,-8709.17380373249,-9131.588794118437,-8909.804000218975,-8818.722109594037
-5580.23510486331,-5671.663132530788,-4961.599412333892,-5242.43799369593,-5760.953510914111,-5738.263515433916,-5221.675631648636,-5504.356205092926,-5344.405737873425,-5436.3250299962365
-5385.016820306653,-5749.0360285117295,-4900.60193007992,-5127.136910327102,-5723.405430251989,-5694.2254656243285,-5260.418897511151,-5679.28157953097,-5288.398896970377,-5385.696626224651
-5812.699381054388,-6210.085799367858,-5352.856435667933,-5599.823016143618,-6301.670626802013,-6107.662410678696,-5764.5423164795075,-6111.528791368591,-5787.60745846885,-5859.894295805119
-4920.8601378553585,-5210.791618247283,-4470.055092010294,-4720.736679590814,-5264.032381180729,-5339.956728149504,-4777.411228709753,-5180.8137717870295,-4872.034104720532,-4974.424988348772
-10157.602087050564,-10325.107939901705,-9190.762495266643,-9828.715676399968,-10677.413204376517,-10705.390388881888,-9857.73351177149,-10413.690682067094,-9973.194262572006,-9967.273894327851
-5789.567877581143,-5944.5968468314295,-5212.0196011031185,-5495.393544162557,-5815.871702308503,-5790.46799162436,-5550.466865609545,-5728.255601009717,-5443.738915273572,-5460.797589330063
-5951.33909209344,-6259.329074429718,-5404.087154923568,-5732.507485546232,-6492.772435877866,-6425.557838444905,-5847.436674607144,-6272.699808692831,-5870.582285786251,-6007.0787812542985
-11889.922694044459,-12037.353332172595,-11290.441170425904,-11510.3171536355,-12050.297812514378,-11930.255799207445,-11887.991361871838,-12063.915923446842,-11685.180376563469,-11701.31665033405
-6235.13706149383,-6328.987539402943,-5760.911979987684,-6130.632071486581,-6294.666799777464,-6252.046666096203,-5991.167844760897,-6329.11460078199,-6135.255786469354,-6187.95697693264
-9659.687374697338,-9831.364798400382,-9073.986321463213,-9246.170593760698,-9730.498516850028,-9853.837057694303,-9546.490724777406,-9831.919972482912,-9389.597696823845,-9582.201907023058
-7383.777367580346,-7465.2533766302895,-6797.461188300543,-7096.391824087944,-7536.0862096117025,-7555.295394325509,-7098.733392182567,-7450.210503900269,-7172.894776123458,-7117.534135946672
-7583.968629684418,-7587.949552052174,-6934.40428069656,-7128.358096031784,-7488.559739400785,-7505.922107984981,-7085.1331363898735,-7388.817343483742,-7171.638898178932,-7226.052748485209
-8458.990016833714,-8728.330602978975,-7527.9145456628785,-8088.688022765382,-8900.952786106298,-8844.219135639996,-8116.902843328869,-8663.517578426576,-8314.097924359918,-8301.238003225846
-9040.660152403594,-9124.505969941276,-8440.563754131268,-8678.474902462423,-8972.866088047316,-8947.062028193797,-8832.72944089305,-9010.193765316222,-8773.411939951266,-8726.808176526732
-6940.101298845435,-6972.812447445292,-6451.8923498529375,-6723.419822660575,-7118.158371106593,-6820.184710062795,-6835.246856852748,-6938.112033497993,-6746.024690664768,-6727.02211032639
-9264.401431035245,-9189.716545774996,-8426.990061459088,-8676.99859505454,-9201.444562103054,-9228.666428859071,-8756.43442999363,-9190.155057249189,-8745.079671076504,-8887.400782066577
-8069.7125862498715,-8076.013114458864,-7427.305452305794,-7659.766906124839,-7789.030782500469,-7846.79000307832,-7746.732582213988,-7932.253539964859,-7648.115833730361,-7660.811531608822
-9086.691805537212,-9203.345380332494,-8362.879563426395,-8666.442131339212,-9073.351407456461,-9158.65843062377,-8949.699940835995,-9270.171166989168,-8845.486875145158,-8878.329146159163
-8923.534919830663,-9093.6510216975,-8232.98856018456,-8586.319264059486,-9286.866816079602,-9370.93318946177,-8713.584058349177,-9165.95588232254,-8824.316113559953,-8834.972287878205
-9391.187813448145,-9285.56711829035,-8647.751885644924,-8826.035707301164,-9263.90214239557,-9153.7273205215,-9095.540943540766,-9341.45962110256,-8840.50754396944,-8978.271884248452
-7024.299372989411,-7260.194439548614,-6466.292560669091,-6869.162135105713,-7174.263401427976,-7215.172299143805,-6832.017841165888,-7300.5186824388065,-7080.366322046272,-7040.262104732527
-6043.549612616238,-6092.374531745574,-5500.518864560286,-5865.56471666002,-6089.826772808648,-6147.95538238055,-5676.552451015637,-5921.858423346183,-5584.490346252127,-5633.153708881262
-6084.668702140152,-6432.760022348226,-5709.962702547197,-5979.208542930216,-6381.017630203619,-6530.5803411182505,-6114.370931756364,-6311.801849807933,-6146.260953374629,-6022.415270900669
-6228.733083583131,-6578.398220302705,-5805.844358594661,-5991.3795080822765,-6587.576437425865,-6485.759687599939,-6101.517261729025,-6533.9019819599225,-6263.231957567815,-6229.0756343639605
-8578.967558650398,-8723.7728027038,-7924.516352235206,-8055.784257546034,-8547.999905745633,-8692.66352323976,-8368.151394858563,-8735.80070289557,-8254.160376032423,-8460.511885320942
-5747.667413461805,-6147.203891070465,-5313.407134341367,-5594.279320804936,-6274.682003184453,-6353.783168879086,-5800.190061297536,-6121.270890256629,-5759.662589773249,-5794.5354363570505
-10597.740327009416,-10693.732611089263,-10172.262816647182,-10584.518098105209,-10959.428987592135,-10775.354022161478,-10586.706817178441,-10891.106368387304,-10542.648596203368,-10600.268353047415
-6576.313848695307,-6485.640562681423,-6101.608600232884,-6315.29010643729,-6608.0075623595885,-6560.369566445177,-6389.281084694695,-6580.831495264973,-6449.326999658425,-6497.268969321743
-7666.344238052132,-7575.699340017656,-7007.6735504930775,-7335.357403744988,-7569.5638702651095,-7585.435622232016,-7100.651094212039,-7506.313908609984,-7209.148339679552,-7405.617076656307
-10233.971336373623,-10318.913076260384,-9648.187890829402,-9729.931014389562,-10420.922216634523,-10386.09774289105,-10140.597292502338,-10423.496016435474,-9981.032424319079,-10145.843039484193
-9427.250929481133,-9265.825156696363,-8783.527654441272,-9071.802760686342,-9339.17412097549,-9417.325614165988,-9093.325613965786,-9426.065194872011,-9121.03544856388,-9027.734018999037
-5458.506840957727,-5905.986849358741,-4987.807021036886,-5302.999951343586,-5924.724452524959,-5809.9603006230645,-5346.667895002422,-5812.505165358213,-5432.2714207649005,-5500.48885272075
-6239.357624439177,-6297.54447504833,-5567.45392448914,-5958.029051462313,-6176.806639699636,-6225.314174258664,-5960.5486486439595,-6188.404488500804,-5973.3177162164875,-5994.508236117284
-6507.58465008864,-6379.042791300991,-6015.093339173099,-5837.255232405909,-6733.292230177857,-6738.780547261356,-6348.812469759164,-6348.7873699238735,-6120.750219936212,-6209.952485914611
-5608.4803402842035,-5481.116815392995,-5063.256234091367,-4890.453638410717,-5288.938343019428,-5292.033525424053,-5240.389153031358,-5212.383014411019,-5128.414901476809,-5147.8744009178035
-10217.246988002278,-10047.917737524946,-9611.169107471243,-9418.050780007648,-10222.430600525495,-10165.006606504749,-9960.860191973687,-10051.989425997856,-9712.289097961764,-9939.20278010203
-4967.529100498657,-5065.19793727159,-4510.01860688396,-4453.292240516454,-5271.779745245011,-5331.996442445839,-4754.832712726708,-4946.280741452912,-4665.715477108705,-4887.531825294459
-5138.067905039712,-5143.084024336934,-4698.7112169336215,-4659.588763689812,-5425.412627522187,-5354.093471108408,-5011.222301033615,-5087.293040710889,-4868.855503401105,-5030.438411884666
-9700.16739841369,-9566.015078551101,-8858.250815301635,-8574.047417767173,-9656.633849005137,-9647.747888140475,-9283.032683758938,-9309.540957430288,-9142.59576821195,-9142.334007190419
-7648.629799794367,-7470.594737105772,-6955.669478135617,-6754.12002900134,-7895.798572163823,-7470.086556106706,-7462.243418829489,-7258.358804991441,-7109.324711369339,-7234.494655403154
-6152.694765834856,-6175.435383908371,-5692.628532839341,-5631.973716513573,-6315.586880717872,-6420.561030056831,-5973.897477212403,-6095.830925958348,-5902.3360775075425,-5900.147664036189
-11800.909633684358,-11818.68298987568,-11165.822192598702,-11048.057876038823,-11905.297699960269,-11665.870898764215,-11762.232541650166,-11925.558044254707,-11383.658871302729,-11539.35567696917
-6440.049125067118,-6209.211212560538,-6076.247851174627,-5686.957429297129,-6285.977429393149,-6386.378409862712,-6309.184855442883,-6026.527411544904,-5987.395698792835,-6121.977542196845
-9615.382880032197,-9398.651233130131,-9003.356115114086,-8675.880600099626,-9766.592037197453,-9436.968971196897,-9361.092101399017,-9349.264744783262,-9030.98489129694,-9241.891033027496
-7838.063631931293,-7628.516642944715,-7058.121694065881,-6987.2749326082585,-7694.956157602225,-7656.3130646682,-7381.641161111406,-7289.689044704945,-7283.285866868345,-7302.454082948189
-10276.745442154664,-10038.306051178477,-9523.37350278104,-9194.488746561268,-10049.34055487659,-10182.758933207415,-9941.36265805712,-9840.31444377082,-9569.862011475592,-9929.56426886836
-8606.955919667878,-8378.68662621826,-7672.172285773755,-7445.774358845432,-8439.857982470463,-8473.762501237181,-8038.789999552495,-7999.232584756235,-7922.702278163568,-7947.775583651952
-7476.767882279435,-7209.456728522021,-6988.653031007764,-6707.239748124023,-7478.841090666189,-7294.112705906435,-7158.262215574378,-7177.802914933774,-6998.247904075048,-7175.8933112774475
-7210.257343682017,-7093.343785015059,-6642.932628928015,-6573.411244603858,-7486.410238516182,-7080.404674782485,-6926.192263343295,-6823.905302157281,-6780.002147835234,-6976.280964806877
-9873.91743157958,-9562.87980928823,-9260.922187163003,-8981.598908026617,-9717.79819275615,-9641.261867153387,-9688.96861841528,-9460.794241549747,-9196.944176022227,-9413.66321116066
-8931.692828909621,-8588.561867827635,-8200.224287265772,-7933.415948773888,-8682.00680972127,-8520.419721335042,-8591.864445672336,-8358.685651179378,-8179.134555702286,-8333.910866668886
-9996.039397026962,-9940.603777673638,-9321.64792439365,-9000.614628817268,-9931.321738146202,-9845.771196505872,-9773.12688505306,-9761.73305447859,-9440.684344765985,-9593.553362484541
-9438.873092124362,-9178.063351880119,-8516.75907326845,-8279.556428168577,-9610.424183661326,-9277.585426075735,-8911.344050804935,-8744.170401678559,-8790.345736509511,-8861.583887239836
-6686.95079007954,-6671.506070793359,-6285.801457921904,-6217.9079003488,-6945.157357829437,-6844.107549832153,-6681.2193106026325,-6733.256010460106,-6558.560653980337,-6542.933522227223
-6883.281264915352,-6757.323064867418,-6353.922966891587,-6170.608082850702,-6918.566261633207,-6912.386210122831,-6672.180102865143,-6648.462202417451,-6518.506975411638,-6572.81693702294
-6443.718714527088,-6411.9573124761955,-5905.418405838119,-6028.164596797353,-6547.62589691827,-6420.713158241915,-6246.859280986936,-6403.076850600762,-6123.138552713193,-6210.562565685572
-6634.811596758257,-6866.745122737836,-6347.092612410025,-6442.861718896119,-7006.591900797338,-7012.71570828496,-6675.058362590306,-6749.153214269423,-6576.231026889893,-6524.075773626321
-5642.655989951102,-5769.358988965678,-5189.300584710831,-5025.1626504306205,-5771.175672461822,-5693.433823499635,-5495.956639892108,-5515.557146505213,-5291.7022095038155,-5441.359388162408
-9047.619702391192,-8866.825426968695,-8363.483331632104,-8056.870234229918,-9041.44316799474,-8873.747348448753,-8786.45497723023,-8767.81871457714,-8499.696043759055,-8657.664356854233
-5876.919611465463,-5973.481384356011,-5460.917251441459,-5448.922823007594,-6227.469459678859,-6308.77829628889,-5836.2650288664045,-6015.275122961008,-5747.459062494901,-5832.699289067151
-7968.997085176851,-7764.035130386239,-7401.43269382813,-7112.593607848918,-8155.400125286295,-8051.933569851845,-7593.979211983387,-7569.3970252599765,-7487.36829098836,-7646.418998057369
-6127.1743689642635,-6025.5060463886375,-5770.658820073601,-5412.326858491335,-6095.801387347332,-6169.133091383303,-5953.831647978409,-5751.637467863888,-5648.6213099910665,-5759.924006499345
-11258.012082911247,-11209.499426937817,-10468.843387802128,-10484.96540899512,-11054.275484249602,-11158.687055619659,-10974.229169382083,-10672.485427736141,-10653.55501045097,-10773.467399515388
-11205.73762605808,-10943.19177344036,-10530.11114343514,-10244.248169517767,-11231.823171927896,-11036.696488532065,-11084.297728416332,-11158.624912304243,-10713.856078050694,-10851.156447690755
-4694.628235085879,-4691.465623996011,-4357.878533872362,-4217.714341842872,-4820.512008544049,-4932.5634553509935,-4672.964872937453,-4657.690165319268,-4442.380973484697,-4506.851366027594
-6529.7684624315525,-6398.4250828993045,-6046.895761237393,-5816.840502448989,-6681.0642713072075,-6682.853785671863,-6393.377184277224,-6403.57890015382,-6195.573832936162,-6322.382120134721
-7676.364085082473,-7666.368986869213,-7256.744906852252,-7461.58722258617,-6773.256511307635,-7235.521813602467,-7477.409671428098,-7699.141538850873,-7579.7904285010845,-7467.751092843933
-8309.35002163971,-8194.480944674242,-8122.045369023226,-8320.36696776794,-7222.128346396961,-7508.67613341554,-7956.702136680141,-8038.61535302946,-8079.241333177001,-8091.152967580562
-9626.631607299887,-9504.234042912365,-9356.088936131173,-9451.736247959732,-8741.409791159698,-9036.865935818641,-9507.710277379116,-9696.296216147466,-9547.088279271355,-9437.14870111005
-5854.308090150487,-5858.378965004033,-5563.07030835021,-5635.219529396252,-5075.551177396445,-5363.175503734896,-5653.6283362415825,-5748.79070695085,-5626.916497370574,-5569.3596134420795
-6307.959346714164,-6297.977376035056,-6045.983568629279,-6134.492150265074,-5333.223665023241,-5685.9893972684185,-6077.371393187317,-6155.433608885496,-6183.310247001577,-5989.932952397131
-10188.154871136028,-10065.13770940261,-9915.34167147725,-9956.021143211201,-8594.677796195281,-9227.47453891031,-9741.630149641056,-9837.49247602282,-10055.964725795746,-9926.807957309162
-7397.161135744232,-7389.094919264218,-7156.025968751785,-7216.557375262314,-6494.05832572486,-7006.342504150664,-7202.528572804756,-7190.770523125861,-7161.839316470447,-7097.8596493639125
-6234.9223086083775,-6274.538218526805,-5941.204843417525,-6131.726407473599,-5514.181320163766,-5929.358576150624,-6061.435679415686,-6248.928175432588,-6085.33647387952,-6106.060420611132
-10150.733161531696,-10291.55848994914,-10285.528164734134,-10375.388560451946,-9373.10906152739,-9741.358326259768,-10199.804027475755,-10415.963114998794,-10377.38173215943,-10171.690338186601
-7578.2293154138715,-7757.107055711622,-7500.9191069473845,-7702.5101334319725,-6677.827118750411,-7410.701706405889,-7530.39818096375,-7608.292297007622,-7613.525487962183,-7445.504558662476
-10461.508594496689,-10684.337534994005,-10522.2145535259,-10660.982924218228,-9656.350685908568,-10228.39973506055,-10589.65758275681,-10815.084635919284,-10641.942666509665,-10468.671682630225
-9140.2311360488,-8961.187405730907,-8772.334757536497,-8872.689626671556,-7750.83992139108,-8141.955080939331,-8830.859006748067,-8729.767784651931,-8841.915859649565,-8702.135711345409
-11595.856117623624,-11460.603580662711,-11565.07240709903,-11519.477060518888,-10588.004176902276,-10862.327988149244,-11537.241642063273,-11722.170182647698,-11690.75891192216,-11529.452815106948
-8607.14915127462,-8520.867007858853,-8321.857628190777,-8512.249999275886,-7239.759491824778,-7755.775060146556,-8283.419463198992,-8273.393543858972,-8402.95103984264,-8355.949065051587
-8474.238665317751,-8544.350735540229,-8301.112961055018,-8590.347570360207,-7644.590493506886,-8111.2044156205975,-8337.700331917782,-8587.432434815937,-8467.531278642973,-8390.124737900858
-7627.378959934313,-7546.222711747224,-7357.6371265191965,-7501.5131319053435,-6542.12628298343,-7114.4528716464765,-7328.622676585399,-7384.1880102747255,-7401.176102111374,-7304.923614785496
-10798.254258160532,-10692.58854838001,-10667.576941658235,-10813.60262419275,-9798.410214771082,-10086.211566754559,-10690.729353213845,-10836.637256934173,-10762.219909515567,-10680.134836439685
-9450.866098019269,-9409.483812316445,-9352.768157699229,-9403.780865333843,-8565.537235534486,-8717.663110338939,-9392.121176218636,-9528.540671443752,-9333.764455783918,-9256.436090087063
-10257.815143450984,-10308.10991065435,-10188.605637878985,-10395.132262229341,-9520.473783623956,-9876.00699708372,-10318.71748248348,-10502.463909822629,-10389.235420650537,-10199.22203192563
